Date,Open,High,Low,Close,Adj Close,Volume
2019-09-09,9.780000,9.800000,9.780000,9.800000,9.800000,300
2019-09-16,9.800000,9.950000,9.800000,9.950000,9.950000,600
2019-09-23,9.950000,9.950000,9.870000,9.870000,9.870000,300
2019-09-30,9.870000,9.870000,9.860000,9.860000,9.860000,200
2019-10-07,9.850000,9.850000,9.825000,9.825000,9.825000,775000
2019-10-14,9.825000,9.850000,9.825000,9.850000,9.850000,19300
2019-10-21,9.850000,9.850000,9.810000,9.850000,9.850000,7700
2019-10-28,9.850000,9.850000,9.830000,9.835000,9.835000,110100
2019-11-04,9.850000,9.870000,9.830000,9.870000,9.870000,240800
2019-11-11,9.870000,9.920000,9.850000,9.900000,9.900000,425500
2019-11-18,9.920000,9.920000,9.810000,9.910000,9.910000,656800
2019-11-25,9.910000,9.920000,9.874000,9.920000,9.920000,200
2019-12-02,9.920000,9.920000,9.850000,9.900000,9.900000,304700
2019-12-09,9.910000,9.920000,9.810000,9.860000,9.860000,218200
2019-12-16,9.900000,9.900000,9.860000,9.895000,9.895000,90600
2019-12-23,9.895000,9.895000,9.895000,9.895000,9.895000,0
2019-12-30,9.900000,9.900000,9.900000,9.900000,9.900000,500
2020-01-06,9.900000,9.960000,9.900000,9.950000,9.950000,414400
2020-01-13,9.950000,10.050000,9.950000,10.050000,10.050000,26100
2020-01-20,10.072000,10.100000,10.050000,10.050000,10.050000,45200
2020-01-27,10.060000,10.190000,10.010000,10.050000,10.050000,35000
2020-02-03,10.050000,10.060000,10.010000,10.051000,10.051000,42900
2020-02-10,10.078000,10.150000,10.010000,10.100000,10.100000,33400
2020-02-17,10.100000,10.100000,10.100000,10.100000,10.100000,200
2020-02-24,10.100000,10.100000,9.970000,10.038000,10.038000,71700
2020-03-02,10.038000,10.110000,10.038000,10.090000,10.090000,1500
2020-03-09,10.000000,10.060000,9.840000,9.840000,9.840000,1101000
2020-03-16,9.700000,9.780000,9.400000,9.466000,9.466000,45500
2020-03-23,9.910000,9.910000,9.400000,9.760000,9.760000,1838200
2020-03-30,9.790000,10.110000,9.731000,9.840000,9.840000,36500
2020-04-06,9.910000,9.940000,9.798000,9.850000,9.850000,119300
2020-04-13,10.000000,10.000000,9.810000,9.850000,9.850000,666200
2020-04-20,10.000000,10.000000,9.850000,9.970000,9.970000,11400
